date,market,market_id,side,entry_price,amount_usd,estimated_true_probability,expected_edge_pp,confidence,strategy,reason,key_evidence,exit_condition,exit_price,profit_loss_usd,thesis_correct,lesson_learned,resolved_at
2026-08-20T18:15:17.487708+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.922,6.0,0.968961292819104,4.6961292819104,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,480, barrier=$82,500, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=3.1% (vs 15.1% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:15:17.487860+00:00,"Will Bitcoin reach $74,000 August 17-23?",3653952,NO,0.436,1.64,0.47296742706689043,3.6967427066890437,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,480, barrier=$74,000, 60d realized daily vol=1.78%, 3.4 days remaining -> model P(touch)=52.7% (vs 67.3% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-1.64,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $1.64 on $1.64 recommended. Estimated probability was 0.47296742706689043, edge was 3.6967427066890437pp -- thesis did not hold up.",2026-08-21T02:36:41.844873+00:00
2026-08-20T18:16:18.010020+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.844,6.0,0.8944897588228216,5.048975882282159,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$80,000, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=10.6% (vs 28.1% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:16:18.010299+00:00,"Will Bitcoin reach $120,000 by December 31, 2026?",701494,NO,0.935,6.0,0.9854601981619493,5.046019816194924,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$120,000, 60d realized daily vol=1.78%, 133.4 days remaining -> model P(touch)=1.5% (vs 10.3% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:16:18.010435+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.9235,6.0,0.9668464971322965,4.334649713229655,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$82,500, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=3.3% (vs 15.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:16:18.010523+00:00,"Will Bitcoin reach $77,500 in August?",3257340,NO,0.692,2.65,0.7247069434515268,3.2706943451526804,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$77,500, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=27.5% (vs 46.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-2.65,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $2.65 on $2.65 recommended. Estimated probability was 0.7247069434515268, edge was 3.2706943451526804pp -- thesis did not hold up.",2026-08-21T09:26:45.636617+00:00
2026-08-20T18:16:21.432066+00:00,"Will Bitcoin reach $120,000 by December 31, 2026?",701494,NO,0.935,6.0,0.9853413982073489,5.034139820734884,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$120,000, 60d realized daily vol=1.78%, 133.4 days remaining -> model P(touch)=1.5% (vs 10.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:16:21.432462+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.844,6.0,0.894070775715619,5.0070775715619025,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$80,000, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=10.6% (vs 28.1% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:16:21.432578+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.9235,6.0,0.9666348821452606,4.313488214526062,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$82,500, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=3.3% (vs 15.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:16:21.432650+00:00,"Will Bitcoin reach $77,500 in August?",3257340,NO,0.692,2.61,0.7241301909266249,3.2130190926624946,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,577, barrier=$77,500, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=27.6% (vs 46.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-2.61,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $2.61 on $2.61 recommended. Estimated probability was 0.7241301909266249, edge was 3.2130190926624946pp -- thesis did not hold up.",2026-08-21T09:26:45.830730+00:00
2026-08-20T18:20:06.583046+00:00,"Will Bitcoin reach $120,000 by December 31, 2026?",701494,NO,0.935,6.0,0.985389824098541,5.038982409854098,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,583, barrier=$120,000, 60d realized daily vol=1.78%, 133.4 days remaining -> model P(touch)=1.5% (vs 10.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:20:06.583231+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.844,6.0,0.8940390244139471,5.003902441394715,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,583, barrier=$80,000, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=10.6% (vs 28.1% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:20:06.583315+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.9235,6.0,0.966654837054227,4.315483705422696,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,583, barrier=$82,500, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=3.3% (vs 15.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T18:20:06.583388+00:00,"Will Bitcoin reach $77,500 in August?",3257340,NO,0.692,2.59,0.7238891098448885,3.1889109844888575,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,583, barrier=$77,500, 60d realized daily vol=1.78%, 11.4 days remaining -> model P(touch)=27.6% (vs 46.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-2.59,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $2.59 on $2.59 recommended. Estimated probability was 0.7238891098448885, edge was 3.1889109844888575pp -- thesis did not hold up.",2026-08-21T09:26:46.026830+00:00
2026-08-20T19:38:29.230800+00:00,"Will Bitcoin reach $120,000 by December 31, 2026?",701494,NO,0.935,6.0,0.9851330915659866,5.013309156598655,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,633, barrier=$120,000, 60d realized daily vol=1.78%, 133.4 days remaining -> model P(touch)=1.5% (vs 10.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T19:38:29.231638+00:00,"Will Bitcoin reach $74,000 August 17-23?",3653952,YES,0.524,2.31,0.5680576462371361,4.405764623713604,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,633, barrier=$74,000, 60d realized daily vol=1.78%, 3.3 days remaining -> model P(touch)=56.8% (vs 70.3% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,1.0000,2.10,True,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved YES side to 1.00. Would have gained $2.10 on $2.31 recommended. Estimated probability was 0.5680576462371361, edge was 4.405764623713604pp -- thesis held up.",2026-08-21T02:36:42.981005+00:00
2026-08-20T19:38:29.231737+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.923,6.0,0.965869859179411,4.2869859179411,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,633, barrier=$82,500, 60d realized daily vol=1.78%, 11.3 days remaining -> model P(touch)=3.4% (vs 15.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T19:38:29.231786+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.8525,6.0,0.8918897146566018,3.9389714656601793,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,633, barrier=$80,000, 60d realized daily vol=1.78%, 11.3 days remaining -> model P(touch)=10.8% (vs 28.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T19:39:39.281348+00:00,"Will Bitcoin reach $120,000 by December 31, 2026?",701494,NO,0.935,6.0,0.9849779544531014,4.997795445310138,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,647, barrier=$120,000, 60d realized daily vol=1.79%, 133.4 days remaining -> model P(touch)=1.5% (vs 10.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T19:39:39.281492+00:00,"Will Bitcoin reach $74,000 August 17-23?",3653952,YES,0.524,2.55,0.5724651341261653,4.846513412616527,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,647, barrier=$74,000, 60d realized daily vol=1.79%, 3.3 days remaining -> model P(touch)=57.2% (vs 70.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,1.0000,2.32,True,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved YES side to 1.00. Would have gained $2.32 on $2.55 recommended. Estimated probability was 0.5724651341261653, edge was 4.846513412616527pp -- thesis held up.",2026-08-21T02:36:43.308655+00:00
2026-08-20T19:39:39.281562+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.923,6.0,0.9653942453806263,4.2394245380626305,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,647, barrier=$82,500, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=3.5% (vs 15.9% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T19:39:39.281612+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.8525,6.0,0.8907852905139824,3.828529051398233,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,647, barrier=$80,000, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=10.9% (vs 28.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T20:52:54.103577+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,Live data from gamma-api.polymarket.com. 70 markets passed the quality filter; none had a defensible probability estimate exceeding the edge/confidence bar (drawdown throttle: Normal sizing.). BTC data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/simple/price?ids=bitcoin&vs_currencies=usd')). ETH data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/simple/price?ids=ethereum&vs_currencies=usd')).,-,-,,,,,
2026-08-20T20:53:04.848400+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.8325,6.0,0.8906661201874351,5.8166120187435055,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,660, barrier=$80,000, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=10.9% (vs 28.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
